Floor,Kitchen type,Bedrooms,Bathrooms,Toilets,Office,Armored door,Primary energy consumption,Energy class,CO₂ emission,Heating type,Heat pump,Thermic solar panels,Double glazing,Monthly rental price,Monthly costs,Tenement building,price,listing_type,Number of floors,Number of frontages,Living area,Living room surface,Bedroom 1 surface,Bedroom 2 surface,Furnished,Terrace surface,Intercom,Visio phone,agency,Construction year,Building condition,Basement,Elevator,Accessible for disabled people,Secure access / alarm,TV cable,Swimming pool,Available as of,Kitchen surface,Shower rooms,Surroundings type,Zip_Code,State_Name
,USA semi equipped,3.0,1.0,2.0,No,No,,Not specified,,Gas,No,No,Yes,2400.0,300.0,No,2700.0,Ground floor for rent,2.0,,145.0,42.0,20.0,14.0,,50.0,Yes,No,,,Just renovated,,Yes,Yes,No,No,No,Immediately,15.0,1.0,Landscape,1180,Uccle
2.0,Installed,1.0,1.0,,,,,Not specified,,Gas,,,,650.0,150.0,No,800.0,Apartment for rent,3.0,2.0,50.0,,,,No,,,,Metropole Properties,1950.0,Good,,,,,Yes,,,,,,1180,Uccle
,Installed,,,,,,559.0,G,,Gas,,,,825.0,200.0,No,1025.0,Studio for rent,3.0,,45.0,,,,No,,,,Metropole Properties,,Good,,,,,Yes,,Immediately,,,,1180,Uccle
2.0,USA installed,1.0,1.0,2.0,,,,Not specified,58.0,Gas,,,Yes,1450.0,100.0,No,1550.0,Apartment for rent,3.0,2.0,80.0,20.0,16.0,,No,,Yes,,FullHouse,1930.0,As new,,No,No,,,No,Depending on the tenant,,,"Living area (residential, urban or rural)",1180,Uccle
2.0,Hyper equipped,2.0,1.0,1.0,No,No,283.0,F,56.0,Gas,No,No,Yes,1000.0,200.0,No,1200.0,Apartment for rent,,,,,,,,,No,No,,,As new,,Yes,No,No,No,No,,,,Landscape,1180,Uccle
,,1.0,1.0,,No,No,,Not specified,,Gas,No,No,Yes,650.0,,No,,Apartment for rent,,,,,,,,,No,No,,,,,Yes,No,No,No,No,Immediately,,,,1180,Uccle
1.0,Installed,2.0,,1.0,Yes,,190.0,D,40.0,Gas,No,No,No,1575.0,75.0,No,1650.0,Apartment for rent,3.0,2.0,100.0,45.0,,,No,10.0,,,LIKE HOME,1920.0,,,,,,,,,,1.0,,1180,Uccle
,USA installed,2.0,2.0,2.0,,,252.0,E,40.0,Gas,,,,1550.0,175.0,No,1725.0,Apartment for rent,5.0,2.0,88.0,,10.0,9.0,Yes,,,,CLC Immo,,As new,,Yes,No,,,No,Depending on the tenant,,2.0,,1180,Uccle
1.0,Installed,2.0,,1.0,,,,Not specified,41.0,Gas,No,No,No,1380.0,150.0,No,1530.0,Apartment for rent,3.0,2.0,70.0,30.0,,,No,22.0,,,LIKE HOME,1950.0,,,,,,,,,,1.0,,1180,Uccle
1.0,Installed,2.0,,1.0,,,,Not specified,,Gas,,,Yes,850.0,150.0,No,1000.0,Apartment for rent,5.0,2.0,70.0,23.0,14.0,9.0,No,4.0,Yes,,MEGANCK INVEST GESTION SPRL,1965.0,Good,,Yes,,,Yes,,,7.0,1.0,"Living area (residential, urban or rural)",1180,Uccle
,,7.0,,,No,No,,Not specified,,,No,No,No,500.0,,No,,House for rent,,2.0,2602.0,,,,,10.0,,,,,As new,,,,,,,,,,,1180,Uccle
2.0,USA hyper equipped,2.0,1.0,,,,427.0,G,,Gas,,,,2000.0,,No,,Apartment for rent,5.0,,120.0,,,,Yes,,,,Metropole Properties,,Just renovated,,,,,,,,,,,1180,Uccle
5.0,,2.0,1.0,1.0,,,505.0,G,,,,,,890.0,200.0,No,1090.0,Apartment for rent,5.0,2.0,95.0,,13.0,17.0,No,,,,MYIMMO Uccle,,Just renovated,,,,,,,Immediately,,,,1180,Uccle
2.0,,1.0,1.0,2.0,,,425.0,G,91.0,,,,Yes,850.0,,No,,Apartment for rent,,,80.0,21.0,19.0,,,8.0,,,Parvissimmo,,,,,,,,,,8.0,,,1180,Uccle
2.0,Hyper equipped,3.0,2.0,2.0,No,Yes,,Not specified,,Gas,No,No,Yes,1500.0,300.0,No,1800.0,Apartment for rent,,,,35.0,,,,43.0,No,Yes,,,Just renovated,Yes,Yes,No,Yes,No,No,,,1.0,"Living area (residential, urban or rural)",1180,Uccle
,,3.0,1.0,2.0,No,No,,Not specified,,Gas,No,No,Yes,1550.0,,No,,House for rent,,2.0,135.0,,10.0,10.0,,10.0,,,,,Good,,,,,,,Immediately,,,,1180,Uccle
1.0,,1.0,1.0,1.0,Yes,No,,Not specified,,Gas,No,No,Yes,870.0,200.0,No,1070.0,Apartment for rent,4.0,2.0,75.0,,,,No,6.0,Yes,No,,1939.0,Good,Yes,No,No,No,Yes,No,,,,"Living area (residential, urban or rural)",1180,Uccle
,Hyper equipped,4.0,3.0,3.0,,,,Not specified,,Gas,,,Yes,2400.0,,No,,House for rent,,2.0,160.0,20.0,,,No,15.0,Yes,,Rémy Sébastien,1930.0,Just renovated,,,,,Yes,,Immediately,14.0,,,1180,Uccle
,USA installed,2.0,1.0,1.0,No,No,,Not specified,,,No,No,No,950.0,270.0,No,1220.0,Apartment for rent,,,100.0,,20.0,15.0,,,,,,,Good,Yes,,,,,,Immediately,,,,1180,Uccle
,Installed,1.0,,,,,293.0,F,76.0,,,,Yes,1200.0,150.0,No,1350.0,Apartment for rent,,,100.0,,,,,,Yes,Yes,Sodefi,,As new,Yes,,,,,,To be defined,,,"Living area (residential, urban or rural)",1180,Uccle
4.0,,1.0,1.0,,No,Yes,,Not specified,,,No,No,Yes,760.0,,No,,Apartment for rent,,,,,,,,,Yes,Yes,,,As new,Yes,Yes,Yes,No,Yes,No,Immediately,,,"Living area (residential, urban or rural)",1180,Uccle
2.0,Hyper equipped,2.0,1.0,1.0,No,No,,Not specified,,Gas,No,No,Yes,1050.0,100.0,No,1150.0,Apartment for rent,,2.0,98.0,,,,,2.0,No,Yes,,,As new,Yes,No,No,No,Yes,No,,,,"Living area (residential, urban or rural)",1180,Uccle
,,1.0,,1.0,,,,Not specified,,Gas,No,No,Yes,850.0,,No,,Duplex for rent,3.0,2.0,55.0,20.0,14.0,14.0,No,,Yes,,IMMO FADAN,,,,,,,,,,,,,1180,Uccle
3.0,Hyper equipped,3.0,3.0,3.0,No,Yes,,Not specified,,Gas,No,No,Yes,3250.0,100.0,No,3350.0,Penthouse for rent,3.0,3.0,210.0,30.0,25.0,16.0,,13.0,No,Yes,,1906.0,Just renovated,,Yes,No,Yes,Yes,No,Immediately,35.0,,"Living area (residential, urban or rural)",1180,Uccle
2.0,USA hyper equipped,1.0,1.0,1.0,,,342.0,F,68.0,,,,,1000.0,100.0,No,1100.0,Apartment for rent,3.0,2.0,80.0,,,,Yes,,Yes,,Metropole Properties,1900.0,,,No,No,,Yes,,,,,Urban,1180,Uccle
1.0,USA installed,2.0,1.0,1.0,,,107.0,C,22.0,Gas,,,,1350.0,150.0,No,1500.0,Apartment for rent,6.0,2.0,91.0,,14.0,11.0,Yes,12.0,,,CLC Immo,2012.0,As new,,Yes,No,,,No,Immediately,,1.0,,1180,Uccle
4.0,Hyper equipped,2.0,1.0,1.0,,,342.0,F,68.0,Gas,,,,1300.0,100.0,No,1400.0,Penthouse for rent,4.0,,90.0,,10.0,12.0,Yes,,,,Metropole Properties,,As new,,,,,Yes,,,,,Urban,1180,Uccle
3.0,Installed,2.0,1.0,3.0,,,,Not specified,,Gas,No,No,No,1350.0,20.0,No,1370.0,Apartment for rent,3.0,3.0,85.0,45.0,,,No,10.0,,,LIKE HOME,1920.0,,,,,,,,,,2.0,,1180,Uccle
5.0,Hyper equipped,2.0,1.0,2.0,,,75.0,B,15.0,Gas,No,No,No,1350.0,120.0,No,1470.0,Apartment for rent,8.0,2.0,103.0,,,,No,15.0,,,GO INVEST Uccle,2016.0,,,,,,,,,,1.0,,1180,Uccle
3.0,USA hyper equipped,3.0,2.0,2.0,,,342.0,F,68.0,,,,Yes,2000.0,150.0,No,2150.0,Apartment for rent,5.0,,120.0,45.0,16.0,14.0,Yes,,Yes,Yes,Metropole Properties,,As new,,Yes,No,,Yes,,,,1.0,,1180,Uccle
2.0,Installed,,1.0,,,,291.0,F,68.0,Gas,,,,850.0,200.0,No,1050.0,Studio for rent,4.0,2.0,40.0,,,,Yes,,,,Metropole Properties,1930.0,Good,,,,,Yes,,,,,,1180,Uccle
5.0,Hyper equipped,2.0,1.0,2.0,,,162.0,D,32.0,Gas,,,Yes,1550.0,230.0,No,1780.0,Apartment for rent,6.0,,105.0,40.0,15.0,14.0,No,,Yes,,Orientations,1965.0,As new,,Yes,Yes,,Yes,,Immediately,12.0,,Urban,1180,Uccle
,Hyper equipped,,1.0,,,,291.0,F,68.0,Gas,,,,800.0,200.0,No,1000.0,Studio for rent,4.0,2.0,40.0,,,,Yes,,Yes,,Metropole Properties,1940.0,Good,,,,,Yes,,,,,,1180,Uccle
,Hyper equipped,,1.0,1.0,,,344.0,F,69.0,Gas,,,Yes,700.0,,No,,Studio for rent,6.0,,49.0,31.0,,,No,,,Yes,Nexity (Lamy) Belgium,,Good,,No,No,,,No,Immediately,4.0,1.0,Urban,1180,Uccle
4.0,,2.0,1.0,,,,768.0,G,155.0,,,,Yes,1300.0,,No,,Penthouse for rent,4.0,,100.0,,15.0,10.0,No,29.0,,,Property One,1971.0,,Yes,Yes,,,,,Immediately,,,,1180,Uccle
6.0,Installed,3.0,2.0,2.0,,,90.0,B,18.0,Gas,,,,2200.0,175.0,No,2375.0,Penthouse for rent,6.0,2.0,134.0,,24.0,14.0,Yes,,,,CLC Immo,2018.0,As new,,Yes,No,,,No,Immediately,,1.0,,1180,Uccle
4.0,USA hyper equipped,3.0,2.0,2.0,Yes,Yes,97.0,C,20.0,Gas,,,Yes,2450.0,350.0,No,2800.0,Apartment for rent,5.0,2.0,141.0,,,,No,20.0,,,CLC Immo,2013.0,As new,,Yes,Yes,Yes,,No,To be defined,,1.0,,1180,Uccle
,USA installed,1.0,1.0,2.0,,,47.0,B,,Gas,,,,1215.0,110.0,No,1325.0,Ground floor for rent,9.0,2.0,77.0,,16.0,,No,17.0,,,CLC Immo,2022.0,As new,,Yes,No,,,No,Immediately,,1.0,"Living area (residential, urban or rural)",1180,Uccle
3.0,Hyper equipped,1.0,1.0,1.0,No,No,,Not specified,,Gas,No,No,Yes,800.0,50.0,No,850.0,Apartment for rent,3.0,2.0,,,60.0,,No,,Yes,Yes,,1948.0,As new,Yes,No,No,No,Yes,No,,,,,1180,Uccle
4.0,Installed,2.0,1.0,3.0,,,,Not specified,,Gas,No,No,No,1350.0,,No,,Penthouse for rent,4.0,4.0,105.0,30.0,15.0,10.0,No,15.0,Yes,,IMMO FADAN,,,,,,,,,,,2.0,,1180,Uccle
5.0,USA installed,3.0,2.0,2.0,,,179.0,D,38.0,Gas,,,,1950.0,300.0,No,2250.0,Duplex for rent,7.0,,76.0,,14.0,12.0,Yes,6.0,,,CLC Immo,2018.0,As new,,Yes,No,,,No,Depending on the tenant,,2.0,,1180,Uccle
5.0,Installed,2.0,1.0,1.0,,,241.0,E,72.0,Gas,No,No,No,1000.0,200.0,No,1200.0,Apartment for rent,7.0,2.0,92.0,28.0,18.0,12.0,No,13.0,,,COUET & ASSOCIES,1969.0,,Yes,Yes,,,,,Depending on the tenant,,,,1180,Uccle
4.0,USA installed,2.0,2.0,2.0,,,109.0,C,21.0,Gas,,,,1500.0,250.0,No,1750.0,Penthouse for rent,4.0,,85.0,,15.0,10.0,Yes,36.0,,,CLC Immo,2018.0,As new,,Yes,No,,,No,Immediately,,1.0,,1180,Uccle
,,1.0,1.0,1.0,Yes,,235.0,E,,,,,Yes,700.0,200.0,No,900.0,Ground floor for rent,,,50.0,13.0,10.0,,No,,Yes,Yes,MYIMMO Uccle,,,,,,,,,Immediately,5.0,,,1180,Uccle
5.0,USA hyper equipped,2.0,2.0,3.0,,,150.0,C,38.0,Gas,,,,2600.0,330.0,No,2930.0,Penthouse for rent,5.0,4.0,200.0,,20.0,15.0,Yes,300.0,,,FullHouse,,As new,,Yes,Yes,,,No,Immediately,,2.0,Isolated,1180,Uccle
,Installed,5.0,3.0,3.0,,,,Not specified,,Gas,No,No,No,2950.0,,No,,House for rent,,3.0,400.0,60.0,,,No,45.0,,,A.G.P. Immobilière,,,,,,,,,,,1.0,,1180,Uccle
2.0,Installed,1.0,1.0,2.0,,,,Not specified,,Gas,No,No,No,1750.0,450.0,No,2200.0,Apartment for rent,5.0,2.0,220.0,115.0,,,No,,,,LIKE HOME,1828.0,,,,,,,,,,1.0,,1180,Uccle
,,1.0,,,,,293.0,F,76.0,Fuel oil,,,Yes,1350.0,150.0,No,1500.0,Apartment for rent,,,100.0,,,,Yes,,,,Sodefi,,,,Yes,,,,,To be defined,,,"Living area (residential, urban or rural)",1180,Uccle
4.0,Installed,2.0,,2.0,,,,Not specified,,Gas,No,No,Yes,1450.0,250.0,No,1700.0,Apartment for rent,6.0,2.0,100.0,31.0,20.0,16.0,No,20.0,,,IMMO FADAN,,,,Yes,,,,,,,1.0,,1180,Uccle
1.0,Hyper equipped,1.0,1.0,1.0,,,135.0,C,26.0,Gas,No,No,No,1350.0,50.0,No,1400.0,Apartment for rent,4.0,2.0,60.0,,,,Yes,,,,GO INVEST Uccle,,,,,,,,,,,,,1180,Uccle
4.0,Hyper equipped,2.0,,2.0,,,53.0,B,17.0,Gas,No,No,No,3150.0,375.0,No,3525.0,Apartment for rent,8.0,2.0,100.0,35.0,,,Yes,30.0,,,GO INVEST Uccle,2017.0,,,,,,,,,,2.0,,1180,Uccle
2.0,,,1.0,,,,,Not specified,,,,,,850.0,100.0,No,950.0,Studio for rent,4.0,2.0,45.0,,,,No,,,,Metropole Properties,,As new,,,,,,,Immediately,,,,1180,Uccle
2.0,,1.0,1.0,,,,,Not specified,,,,,Yes,450.0,150.0,No,600.0,Apartment for rent,4.0,2.0,14.0,,14.0,,No,,Yes,,Metropole Properties,,Good,,No,No,,Yes,,Immediately,,,,1180,Uccle
3.0,Hyper equipped,1.0,1.0,,,,,Not specified,,Gas,,,,1150.0,100.0,No,1250.0,Apartment for rent,4.0,,70.0,,,,Yes,,,,Metropole Properties,,As new,,,,,,,,,,,1180,Uccle
,,1.0,1.0,,,,294.0,F,,,,,,1000.0,100.0,No,1100.0,Apartment for rent,,,50.0,,,,Yes,,Yes,Yes,Metropole Properties,,As new,,,,,,,Immediately,,,,1180,Uccle
3.0,,2.0,1.0,,,Yes,121.0,C,32.0,,,,Yes,1150.0,,No,,Apartment for rent,5.0,,120.0,,,,No,,Yes,,Metropole Properties,,As new,,Yes,,,,,,,1.0,,1180,Uccle
4.0,Hyper equipped,2.0,,2.0,,,53.0,B,17.0,Gas,No,No,No,3150.0,375.0,No,3525.0,Apartment for rent,8.0,2.0,100.0,35.0,,,Yes,30.0,,,GO INVEST Uccle,2017.0,,,,,,,,,,2.0,,1180,Uccle
,Not installed,1.0,1.0,,,,178.0,D,45.0,Gas,,,,850.0,250.0,No,1100.0,Apartment for rent,,2.0,65.0,27.0,14.0,,No,6.0,Yes,,Metropole Properties,,Good,,Yes,Yes,,,,Immediately,14.0,,,1180,Uccle
1.0,USA installed,2.0,1.0,5.0,,,700.0,G,,Gas,,,,1100.0,,No,,Apartment for rent,3.0,2.0,105.0,,16.0,12.0,No,,,,Metropole Properties,1930.0,As new,,,,,,,,,,,1180,Uccle
4.0,,2.0,1.0,2.0,,,178.0,D,,Gas,,,,1900.0,,No,,Apartment for rent,4.0,,110.0,,,,No,8.0,,,Sobelle sa,,,,,,,,,Immediately,,1.0,,1180,Uccle
1.0,USA hyper equipped,2.0,,1.0,No,Yes,122.0,C,24.0,Gas,No,No,Yes,1580.0,75.0,No,1655.0,Apartment for rent,3.0,2.0,98.0,,16.0,14.0,,12.0,No,Yes,,1900.0,As new,,No,No,No,No,No,,10.0,1.0,Urban,1180,Uccle
3.0,Installed,2.0,1.0,2.0,,Yes,193.0,D,36.0,,,,Yes,1100.0,350.0,No,1450.0,Apartment for rent,,2.0,100.0,40.0,13.0,16.0,,4.0,Yes,,Nexity (Lamy) Belgium,,Good,Yes,,,,,,To be defined,9.0,,,1180,Uccle
4.0,,,1.0,1.0,,,,Not specified,,,,,Yes,630.0,30.0,No,660.0,Studio for rent,4.0,2.0,37.0,,,,No,,Yes,,Immodream,,Good,,,,,Yes,,,,1.0,,1180,Uccle
,Installed,5.0,3.0,3.0,,,,Not specified,,Gas,No,No,No,3600.0,,No,,Mansion for rent,,2.0,270.0,50.0,,,No,10.0,,,IMMO FADAN,,,,,,,,,,,,,1180,Uccle
3.0,Installed,4.0,3.0,,,Yes,,Not specified,,Gas,No,No,Yes,3400.0,200.0,No,3600.0,Penthouse for rent,4.0,4.0,220.0,50.0,,,Yes,35.0,Yes,Yes,IMMO FADAN,,,Yes,Yes,,,,,,,,,1180,Uccle
2.0,,,1.0,1.0,No,No,,Not specified,,,No,No,Yes,795.0,225.0,No,1020.0,Apartment for rent,,,,,,,,6.0,Yes,No,,,,,Yes,Yes,No,No,No,Immediately,,,,1180,Uccle
,Hyper equipped,1.0,1.0,1.0,,,415.0,G,109.0,Gas,,,Yes,900.0,,No,,Apartment for rent,5.0,,51.0,16.0,14.0,,No,,Yes,,Nexity (Lamy) Belgium,,As new,,Yes,,,,No,To be defined,6.0,1.0,"Living area (residential, urban or rural)",1180,Uccle
,Hyper equipped,5.0,1.0,4.0,,,308.0,F,62.0,Gas,No,No,No,2700.0,,No,,House for rent,,2.0,235.0,40.0,,,No,30.0,,,GO INVEST Uccle,,,,,,,,,,,2.0,,1180,Uccle
,Hyper equipped,2.0,2.0,2.0,,,232.0,E,46.0,Gas,,,Yes,2160.0,50.0,No,2210.0,Duplex for rent,3.0,2.0,160.0,,,,No,,Yes,,Gestimo,,Good,,,,,,,Immediately,,1.0,"Living area (residential, urban or rural)",1180,Uccle
3.0,,1.0,,1.0,,,,Not specified,,Gas,No,No,No,950.0,175.0,No,1125.0,Duplex for rent,6.0,2.0,65.0,30.0,,,No,,,,IMMO FADAN,,,,,,,,,,,1.0,,1180,Uccle
1.0,Installed,2.0,,1.0,,,,Not specified,,,No,No,No,1100.0,80.0,No,1180.0,Apartment for rent,4.0,2.0,75.0,40.0,11.0,9.0,No,,,,IMMO FADAN,,,Yes,,,,,,,,1.0,"Living area (residential, urban or rural)",1180,Uccle
3.0,,1.0,,,,,,Not specified,,Gas,,,Yes,830.0,135.0,No,965.0,Apartment for rent,,,70.0,,,,No,,,,Biot Invest,,Good,Yes,Yes,,,,,,,,"Living area (residential, urban or rural)",1180,Uccle
2.0,Installed,,1.0,,No,No,,Not specified,,,No,No,Yes,900.0,60.0,No,960.0,Apartment for rent,,1.0,,,,,Yes,2.0,Yes,Yes,,2018.0,As new,,Yes,No,No,No,No,,,,,1180,Uccle
,,2.0,,1.0,No,No,,Not specified,,,No,No,No,1290.0,110.0,No,1400.0,Ground floor for rent,3.0,3.0,100.0,,,,,12.0,Yes,Yes,,2022.0,As new,Yes,Yes,No,No,Yes,No,,,2.0,,1180,Uccle
1.0,USA hyper equipped,2.0,1.0,1.0,Yes,Yes,46.0,A,95.0,Gas,No,No,Yes,2300.0,300.0,No,2600.0,Apartment for rent,9.0,2.0,95.0,16.0,16.0,11.0,Yes,6.0,No,Yes,,2023.0,As new,,Yes,Yes,Yes,Yes,No,Immediately,10.0,,"Living area (residential, urban or rural)",1180,Uccle
2.0,Hyper equipped,2.0,1.0,1.0,,,102.0,C,18.0,Gas,No,No,No,1220.0,220.0,No,1440.0,Apartment for rent,6.0,2.0,95.0,30.0,,,No,6.0,,,GO INVEST Uccle,2020.0,,,,,,,,,,,,1180,Uccle
1.0,Hyper equipped,1.0,1.0,1.0,,,128.0,C,27.0,Gas,No,No,No,1500.0,100.0,No,1600.0,Apartment for rent,4.0,2.0,70.0,40.0,,,Yes,6.0,,,GO INVEST Uccle,,,,,,,,,,,,,1180,Uccle
5.0,Hyper equipped,2.0,2.0,2.0,,,,Not specified,,,No,No,No,1350.0,100.0,No,1450.0,Duplex for rent,6.0,2.0,107.0,,,,Yes,10.0,,,GO INVEST Uccle,,,,,,,,,,,,,1180,Uccle
2.0,Installed,2.0,1.0,1.0,Yes,Yes,123.0,C,26.0,Gas,No,No,No,1250.0,150.0,No,1400.0,Apartment for rent,,,126.0,42.0,16.0,10.0,,27.0,Yes,No,,,,Yes,Yes,No,No,Yes,No,Immediately,,,,1180,Uccle
3.0,,2.0,1.0,,,,,Not specified,,,,,,1850.0,,No,,Apartment for rent,4.0,2.0,140.0,,,,No,20.0,,,Sobelle sa,,,Yes,,,,,,,,1.0,,1180,Uccle
,Hyper equipped,3.0,1.0,,Yes,,,Not specified,,Gas,,,,2500.0,,No,,Villa for rent,,4.0,170.0,,,,No,,,,Sobelle sa,,,Yes,,,,,,,,1.0,,1180,Uccle
,Installed,2.0,1.0,,,,416.0,G,83.0,Gas,,,Yes,1250.0,,No,,Apartment for rent,,,76.0,,,,,,Yes,,Sodefi,,Good,,,,,Yes,,,,,"Living area (residential, urban or rural)",1180,Uccle
4.0,Hyper equipped,2.0,,2.0,No,Yes,,Not specified,,Gas,No,No,Yes,1450.0,250.0,No,1700.0,Apartment for rent,6.0,2.0,90.0,30.0,15.0,18.0,,16.0,Yes,No,,,,Yes,Yes,No,No,Yes,No,Immediately,11.0,1.0,,1180,Uccle
4.0,Semi equipped,1.0,1.0,1.0,,,555.0,G,115.0,Gas,,,Yes,900.0,150.0,No,1050.0,Duplex for rent,4.0,2.0,53.0,,,,No,,Yes,,L'Immobilière des 4 Vents,,Good,,No,No,,Yes,,Immediately,,1.0,Urban,1180,Uccle
3.0,Hyper equipped,2.0,1.0,1.0,,,150.0,C,150.0,,,,,1360.0,100.0,No,1460.0,Apartment for rent,4.0,2.0,112.0,43.0,13.0,10.0,No,,Yes,,ON-IMMO,1934.0,As new,Yes,Yes,,,,,,,,"Living area (residential, urban or rural)",1180,Uccle
3.0,,2.0,1.0,1.0,,,258.0,E,51.0,,,,,1400.0,300.0,No,1700.0,Apartment for rent,,3.0,95.0,30.0,17.0,11.0,No,6.0,,,Parvissimmo,1970.0,As new,,,,,,,Immediately,7.0,1.0,,1180,Uccle
3.0,Hyper equipped,1.0,1.0,1.0,No,No,,Not specified,,,No,No,No,900.0,150.0,No,1050.0,Apartment for rent,,,50.0,,,,Yes,5.0,No,Yes,,,,Yes,Yes,No,No,No,No,,8.0,,,1180,Uccle
5.0,Installed,2.0,1.0,1.0,Yes,,437.0,G,114.0,Fuel oil,No,No,Yes,1100.0,200.0,No,1300.0,Apartment for rent,6.0,2.0,115.0,38.0,22.0,20.0,No,4.0,,,COUET & ASSOCIES,1966.0,,Yes,Yes,,,,,Depending on the tenant,,,,1180,Uccle
3.0,Installed,3.0,1.0,2.0,,,53.0,B,39.0,Gas,No,No,No,2295.0,450.0,No,2745.0,Apartment for rent,5.0,2.0,280.0,120.0,,,No,30.0,,,LIKE HOME,1828.0,,,,,,,,,,2.0,,1180,Uccle
3.0,Installed,1.0,1.0,1.0,,,,Not specified,,Gas,No,No,No,850.0,,No,,Apartment for rent,3.0,2.0,50.0,25.0,11.0,,No,5.0,,,IMMO FADAN,,,,,,,,,,,,"Living area (residential, urban or rural)",1180,Uccle
,,7.0,4.0,,,,,Not specified,,,,,,5000.0,,No,,House for rent,,2.0,540.0,,,,No,15.0,,,FH Immobilière,,Just renovated,,,,,,,Immediately,,,,1180,Uccle
1.0,,2.0,,,,,,Not specified,,Gas,No,No,No,1367.0,53.0,No,1420.0,Apartment for rent,2.0,2.0,92.0,35.0,18.0,12.0,No,,Yes,Yes,IMMO FADAN,,,,,,Yes,,,,1.0,1.0,,1180,Uccle
2.0,Installed,1.0,1.0,1.0,,,,Not specified,,Gas,,,Yes,800.0,25.0,No,825.0,Apartment for rent,3.0,,,,,,,,Yes,,Sodefi,,Good,,,,,Yes,,Immediately,,,"Living area (residential, urban or rural)",1180,Uccle
2.0,Installed,1.0,,,,,,Not specified,,Gas,,,Yes,790.0,30.0,No,820.0,Apartment for rent,3.0,,42.0,,,,,,Yes,,Sodefi,,As new,,,,,Yes,,Immediately,,1.0,"Living area (residential, urban or rural)",1180,Uccle
3.0,USA hyper equipped,4.0,1.0,2.0,No,Yes,,Not specified,,Gas,No,No,Yes,2150.0,,No,,Penthouse for rent,,2.0,150.0,,,,Yes,1.0,No,Yes,,2021.0,As new,,No,No,Yes,Yes,No,To be defined,,1.0,,1180,Uccle
3.0,USA hyper equipped,4.0,1.0,2.0,No,Yes,,Not specified,,Gas,No,No,Yes,1850.0,,No,,Penthouse for rent,,2.0,150.0,,,,,1.0,No,Yes,,2021.0,As new,,No,No,Yes,Yes,No,To be defined,,1.0,,1180,Uccle
1.0,Hyper equipped,,1.0,1.0,,,140.0,C,29.0,Gas,,,Yes,850.0,,No,,Studio for rent,4.0,2.0,57.0,39.0,,,No,,Yes,,Nexity (Lamy) Belgium,,Good,Yes,Yes,,,,No,Depending on the tenant,5.0,,,1180,Uccle
,Semi equipped,1.0,1.0,1.0,,,,Not specified,,Gas,,,,700.0,225.0,No,925.0,Apartment for rent,3.0,2.0,65.0,26.0,15.0,,No,,Yes,,MEGANCK INVEST GESTION SPRL,1960.0,Good,,Yes,,,Yes,,,8.0,,"Living area (residential, urban or rural)",1180,Uccle
3.0,,1.0,1.0,2.0,Yes,,,Not specified,,,,,Yes,1400.0,,No,,Apartment for rent,7.0,2.0,100.0,,15.0,,No,6.0,Yes,,Parvissimmo,,Just renovated,Yes,Yes,No,,,,Immediately,,,,1180,Uccle
6.0,,2.0,2.0,2.0,,,,Not specified,,,,,Yes,1600.0,,No,,Apartment for rent,7.0,2.0,130.0,,15.0,14.0,No,6.0,,,Parvissimmo,,As new,Yes,Yes,No,,,,Immediately,,,,1180,Uccle
,Hyper equipped,2.0,2.0,1.0,,,295.0,F,63.0,Gas,,,Yes,1175.0,,No,,Apartment for rent,4.0,,112.0,37.0,12.0,16.0,No,,Yes,,Nexity (Lamy) Belgium,,As new,Yes,Yes,No,,,No,Depending on the tenant,7.0,1.0,,1180,Uccle
3.0,Installed,4.0,2.0,2.0,,,,Not specified,46.0,Gas,No,No,No,1950.0,320.0,No,2270.0,Apartment for rent,3.0,2.0,140.0,65.0,,,No,20.0,,,GO INVEST Uccle,1980.0,,,,,,,,,,1.0,,1180,Uccle
1.0,Installed,1.0,1.0,1.0,,,,Not specified,,Gas,No,No,No,790.0,120.0,No,910.0,Apartment for rent,3.0,2.0,60.0,25.0,15.0,,No,,,,IMMO FADAN,,,,,,,,,,,,,1180,Uccle
,Hyper equipped,4.0,,,No,,,Not specified,,Gas,,,Yes,4100.0,,No,,Mansion for rent,,3.0,300.0,,,,,35.0,,,,1920.0,As new,,,,,,,To be defined,,,"Living area (residential, urban or rural)",1180,Uccle
,,1.0,1.0,1.0,,Yes,,Not specified,,Electric,,,Yes,1150.0,150.0,No,1300.0,Apartment for rent,4.0,,60.0,30.0,13.0,,Yes,12.0,Yes,Yes,Sphera Properties,,Good,,Yes,,,,,Immediately,4.0,1.0,,1180,Uccle
3.0,Semi equipped,1.0,1.0,1.0,,Yes,743.0,G,149.0,Gas,,,Yes,800.0,200.0,No,1000.0,Apartment for rent,3.0,3.0,68.0,20.0,11.0,,No,,Yes,,FullHouse,1965.0,Good,Yes,No,No,,Yes,No,Depending on the tenant,8.0,1.0,"Living area (residential, urban or rural)",1180,Uccle
3.0,USA hyper equipped,1.0,1.0,1.0,,Yes,272.0,E,54.0,Gas,,,Yes,1600.0,300.0,No,1900.0,Apartment for rent,4.0,2.0,125.0,60.0,25.0,,Yes,4.0,,Yes,FullHouse,,As new,,Yes,Yes,,Yes,No,Depending on the tenant,,1.0,"Living area (residential, urban or rural)",1180,Uccle
