Floor,Kitchen type,Bedrooms,Bathrooms,Toilets,Office,Armored door,Primary energy consumption,Energy class,CO₂ emission,Heating type,Heat pump,Thermic solar panels,Double glazing,Monthly rental price,Monthly costs,Tenement building,price,listing_type,Number of floors,Number of frontages,Living area,Living room surface,Bedroom 1 surface,Bedroom 2 surface,Furnished,Terrace surface,Intercom,Visio phone,agency,Construction year,Building condition,Basement,Elevator,Accessible for disabled people,Secure access / alarm,TV cable,Swimming pool,Available as of,Kitchen surface,Shower rooms,Surroundings type,Zip_Code,State_Name
7.0,Hyper equipped,2.0,2.0,2.0,Yes,Yes,,Not specified,,Gas,No,No,Yes,2000.0,200.0,No,2200.0,Penthouse for rent,7.0,1.0,100.0,,,,Yes,70.0,Yes,Yes,,2017.0,As new,Yes,Yes,No,No,Yes,No,Immediately,,1.0,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
4.0,,1.0,1.0,1.0,Yes,,251.0,E,53.0,,,Yes,,1075.0,100.0,No,1175.0,Apartment for rent,4.0,2.0,68.0,,14.0,,No,,,,Vaneau Lecobel Bruxelles Est,,Good,,Yes,No,,Yes,No,To be defined,,1.0,Isolated,1000,Bruxelles-Ville
4.0,,1.0,1.0,1.0,,Yes,156.0,D,31.0,Gas,,Yes,Yes,1050.0,100.0,No,1150.0,Apartment for rent,4.0,2.0,50.0,,17.0,,No,,Yes,,Vaneau Lecobel Bruxelles Est,,Just renovated,,Yes,No,,Yes,No,,,1.0,,1000,Bruxelles-Ville
4.0,Hyper equipped,1.0,1.0,1.0,Yes,Yes,,Not specified,,Gas,,Yes,Yes,1150.0,,No,,Apartment for rent,4.0,2.0,78.0,15.0,15.0,,No,,Yes,,Vaneau Lecobel Bruxelles Est,,,Yes,Yes,No,,,No,Depending on the tenant,7.0,1.0,,1000,Bruxelles-Ville
8.0,USA hyper equipped,2.0,2.0,2.0,,,215.0,E,43.0,Gas,,,Yes,1200.0,200.0,No,1400.0,Apartment for rent,11.0,2.0,100.0,30.0,15.0,10.0,No,4.0,,,5BRICKS,,Good,,Yes,,,,,,13.0,,,1000,Bruxelles-Ville
3.0,USA hyper equipped,1.0,1.0,2.0,,Yes,22.0,A,5.0,,,,,1150.0,120.0,No,1270.0,Apartment for rent,4.0,3.0,80.0,40.0,16.0,,No,20.0,Yes,Yes,Engel & Völkers Sablon,2022.0,As new,Yes,Yes,Yes,,Yes,No,Immediately,,2.0,Isolated,1000,Bruxelles-Ville
3.0,USA hyper equipped,3.0,2.0,2.0,,Yes,22.0,A,5.0,,,,,1650.0,140.0,No,1790.0,Apartment for rent,4.0,2.0,115.0,31.0,16.0,11.0,No,10.0,Yes,Yes,Engel & Völkers Sablon,2022.0,As new,Yes,Yes,Yes,,Yes,No,Immediately,,2.0,Isolated,1000,Bruxelles-Ville
1.0,USA hyper equipped,3.0,2.0,2.0,,Yes,22.0,A,5.0,,,,,1650.0,140.0,No,1790.0,Apartment for rent,4.0,2.0,125.0,42.0,16.0,13.0,No,10.0,Yes,Yes,Engel & Völkers Sablon,2022.0,As new,Yes,Yes,Yes,,Yes,No,Immediately,,2.0,Isolated,1000,Bruxelles-Ville
5.0,Hyper equipped,2.0,1.0,1.0,No,No,,Not specified,,Gas,No,No,No,1200.0,150.0,No,1350.0,Penthouse for rent,2.0,3.0,,,,,Yes,,No,No,,2012.0,As new,,Yes,Yes,No,Yes,No,,15.0,,Urban,1000,Bruxelles-Ville
1.0,USA hyper equipped,1.0,1.0,1.0,Yes,,200.0,D,40.0,Gas,,,Yes,1500.0,180.0,No,1680.0,Apartment for rent,2.0,2.0,110.0,55.0,12.0,,No,,Yes,Yes,Pons Realty,1930.0,Just renovated,,,,Yes,Yes,,,7.0,1.0,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
,Hyper equipped,1.0,1.0,2.0,Yes,,223.0,E,46.0,Gas,,,Yes,1450.0,230.0,No,1680.0,Ground floor for rent,2.0,2.0,86.0,20.0,12.0,,No,3.0,Yes,Yes,Pons Realty,1930.0,Just renovated,,,,Yes,Yes,,,15.0,,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
,USA hyper equipped,1.0,1.0,1.0,Yes,,234.0,E,46.0,Gas,,,Yes,1550.0,270.0,No,1820.0,Ground floor for rent,2.0,2.0,91.0,30.0,9.0,,No,21.0,Yes,Yes,Pons Realty,1930.0,Just renovated,,,,Yes,Yes,,,15.0,1.0,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
6.0,USA hyper equipped,3.0,3.0,3.0,,,1007.0,G,306.0,Gas,,,Yes,3000.0,1050.0,No,4050.0,Penthouse for rent,6.0,2.0,,93.0,21.0,16.0,Yes,22.0,Yes,,Find Immo,,As new,,Yes,,,Yes,,,14.0,1.0,,1000,Bruxelles-Ville
1.0,Hyper equipped,5.0,2.0,3.0,,Yes,173.0,D,36.0,Gas,,,Yes,3490.0,100.0,No,3590.0,Apartment for rent,5.0,,310.0,90.0,40.0,20.0,Yes,,,Yes,Find Immo,1894.0,As new,,No,No,Yes,Yes,No,Immediately,9.0,,,1000,Bruxelles-Ville
5.0,USA hyper equipped,2.0,1.0,2.0,,,257.0,E,75.0,Gas,,,,1600.0,250.0,No,1850.0,Apartment for rent,6.0,2.0,126.0,,20.0,17.0,No,,,,Engel & Völkers Sablon,,As new,,Yes,No,,,No,Depending on the tenant,,1.0,Urban,1000,Bruxelles-Ville
6.0,USA hyper equipped,1.0,1.0,1.0,No,,,Not specified,,Gas,,,Yes,964.0,95.0,No,1059.0,Apartment for rent,1.0,2.0,65.0,,,,,,Yes,,,,As new,Yes,Yes,,,Yes,,,,1.0,Urban,1000,Bruxelles-Ville
1.0,Installed,1.0,,1.0,,,70.0,B,,Gas,No,,Yes,755.0,,No,,Apartment for rent,,,50.0,,,,No,,,,BBF nv,,As new,,Yes,,No,,No,,,,,1000,Bruxelles-Ville
,Hyper equipped,1.0,,1.0,,,,Not specified,,,No,,Yes,850.0,,No,,Ground floor for rent,,,50.0,,,,No,,,,W Properties & Management,,As new,,,,,,,To be defined,,,,1000,Bruxelles-Ville
1.0,Hyper equipped,1.0,,1.0,No,Yes,,Not specified,,,No,No,Yes,1350.0,,No,,Apartment for rent,,2.0,,17.0,12.0,,Yes,3.0,Yes,No,,,,,No,No,No,No,No,,15.0,1.0,,1000,Bruxelles-Ville
,USA installed,5.0,1.0,3.0,,,425.0,G,90.0,Gas,,,Yes,2650.0,,No,,House for rent,,2.0,200.0,29.0,30.0,22.0,,20.0,Yes,,HSM Property,1923.0,As new,Yes,,,,,,Immediately,18.0,2.0,,1000,Bruxelles-Ville
3.0,,1.0,1.0,1.0,,,139.0,C,28.0,Gas,,,Yes,950.0,210.0,No,1160.0,Apartment for rent,3.0,2.0,80.0,30.0,,,No,2.0,,,Espace Immo Brussels CENTRE,2002.0,,,Yes,,,,,Immediately,5.0,,,1000,Bruxelles-Ville
3.0,,1.0,1.0,1.0,,,139.0,C,28.0,Gas,,,Yes,950.0,210.0,No,1160.0,Duplex for rent,3.0,2.0,80.0,30.0,,,No,2.0,,,Espace Immo Brussels CENTRE,2002.0,,,Yes,,,,,Immediately,5.0,,,1000,Bruxelles-Ville
1.0,Installed,1.0,,1.0,No,Yes,,Not specified,,Gas,No,No,Yes,1100.0,50.0,No,1150.0,Apartment for rent,6.0,2.0,,,41.0,,Yes,,Yes,No,,1900.0,Just renovated,,No,No,No,No,No,,,1.0,Urban,1000,Bruxelles-Ville
1.0,Semi equipped,1.0,,1.0,,,318.0,F,68.0,,,,Yes,900.0,,No,,Apartment for rent,2.0,2.0,60.0,45.0,,,No,,,,Espace Immo Brussels CENTRE,,,,,,,,,Immediately,,1.0,,1000,Bruxelles-Ville
3.0,,1.0,,1.0,,,305.0,F,66.0,Gas,,,Yes,1299.0,409.0,No,1708.0,Duplex for rent,4.0,2.0,70.0,35.0,,,Yes,,,,Espace Immo Brussels CENTRE,1920.0,,,,,,,,To be defined,6.0,1.0,,1000,Bruxelles-Ville
6.0,,2.0,1.0,,,Yes,251.0,E,53.0,Gas,,,Yes,1450.0,,No,,Apartment for rent,6.0,2.0,105.0,50.0,,,Yes,13.0,,,Espace Immo Brussels CENTRE,,,Yes,Yes,,,,,Immediately,,,,1000,Bruxelles-Ville
3.0,,1.0,,1.0,,,305.0,F,66.0,Gas,,,Yes,1299.0,409.0,No,1708.0,Apartment for rent,4.0,2.0,70.0,35.0,,,Yes,,,,Espace Immo Brussels CENTRE,1920.0,,,,,,,,To be defined,6.0,1.0,,1000,Bruxelles-Ville
3.0,Installed,4.0,2.0,3.0,Yes,,211.0,D,45.0,,,,Yes,3000.0,,No,,Apartment for rent,4.0,2.0,220.0,61.0,,,No,30.0,,Yes,Espace Immo Brussels CENTRE,,,,Yes,,,,,Immediately,20.0,1.0,,1000,Bruxelles-Ville
2.0,Installed,3.0,1.0,2.0,Yes,,161.0,D,34.0,,,,,2500.0,,No,,Apartment for rent,4.0,2.0,160.0,37.0,,,Yes,,,,Espace Immo Brussels CENTRE,,,,Yes,,,,,To be defined,16.0,1.0,,1000,Bruxelles-Ville
1.0,USA hyper equipped,4.0,4.0,4.0,,,207.0,D,37.0,Gas,,,,4700.0,240.0,No,4940.0,Apartment for rent,5.0,2.0,230.0,18.0,19.0,19.0,No,18.0,Yes,,Find Immo,,Just renovated,,No,,,Yes,,Immediately,21.0,4.0,,1000,Bruxelles-Ville
6.0,USA hyper equipped,2.0,2.0,2.0,Yes,,504.0,G,124.0,,,,Yes,3000.0,,No,,Penthouse for rent,6.0,2.0,153.0,60.0,17.0,15.0,Yes,,,,Vaneau Lecobel Bruxelles Est,1980.0,As new,Yes,Yes,Yes,,,No,After signing the deed,15.0,,,1000,Bruxelles-Ville
6.0,USA hyper equipped,2.0,2.0,2.0,Yes,,504.0,G,124.0,,,,Yes,3000.0,,No,,Penthouse for rent,6.0,2.0,153.0,60.0,17.0,15.0,Yes,,,,Vaneau Lecobel Bruxelles Est,1980.0,As new,Yes,Yes,Yes,,,No,After signing the deed,15.0,,,1000,Bruxelles-Ville
5.0,Hyper equipped,1.0,1.0,,No,Yes,,Not specified,,,No,No,No,1100.0,100.0,No,1200.0,Apartment for rent,,,45.0,,,,Yes,,No,Yes,,,,,Yes,No,No,No,No,,,,,1000,Bruxelles-Ville
3.0,Semi equipped,1.0,1.0,1.0,No,Yes,,Not specified,,Gas,No,No,Yes,620.0,,No,,Apartment for rent,3.0,2.0,62.0,30.0,14.0,,No,,Yes,No,,2000.0,As new,,No,No,Yes,No,No,Immediately,8.0,,,1000,Bruxelles-Ville
,Hyper equipped,3.0,1.0,1.0,,,456.0,G,91.0,,,,Yes,1650.0,150.0,No,1800.0,Apartment for rent,4.0,2.0,125.0,40.0,17.0,12.0,No,4.0,,,Espace Immo Brussels CENTRE,,,Yes,Yes,,,,,Immediately,11.0,,,1000,Bruxelles-Ville
4.0,Hyper equipped,2.0,2.0,1.0,No,,,Not specified,,Gas,,,Yes,1950.0,150.0,No,2100.0,Penthouse for rent,4.0,2.0,150.0,,,,Yes,50.0,Yes,,,2010.0,As new,,Yes,,,Yes,,,,2.0,Urban,1000,Bruxelles-Ville
,USA hyper equipped,1.0,,1.0,Yes,No,,Not specified,,Gas,No,No,Yes,650.0,190.0,No,840.0,Studio for rent,4.0,2.0,,,,,Yes,1.0,No,Yes,,,As new,,No,No,No,No,No,,,1.0,Urban,1000,Bruxelles-Ville
2.0,Hyper equipped,1.0,,1.0,No,No,,Not specified,,Gas,No,No,Yes,590.0,190.0,No,780.0,Studio for rent,3.0,2.0,,,,,Yes,,No,Yes,,,As new,,No,No,No,No,No,Immediately,,1.0,Urban,1000,Bruxelles-Ville
6.0,Hyper equipped,1.0,1.0,,No,No,,Not specified,,Electric,No,No,Yes,1400.0,100.0,No,1500.0,Apartment for rent,6.0,2.0,70.0,30.0,15.0,,Yes,,No,Yes,,,As new,,Yes,Yes,Yes,Yes,No,Immediately,15.0,,Urban,1000,Bruxelles-Ville
5.0,USA installed,2.0,2.0,2.0,,Yes,90.0,B,17.0,Gas,,,Yes,1250.0,,No,,Penthouse for rent,5.0,3.0,92.0,27.0,15.0,14.0,No,51.0,,Yes,Real Lab,2015.0,As new,,Yes,Yes,,Yes,,Immediately,9.0,,,1000,Bruxelles-Ville
5.0,Semi equipped,2.0,1.0,1.0,No,No,,Not specified,,Gas,No,No,Yes,945.0,50.0,No,995.0,Apartment for rent,,2.0,,,,,,,No,Yes,,,,,Yes,No,No,Yes,No,,,,,1000,Bruxelles-Ville
1.0,,2.0,2.0,,Yes,No,209.0,D,45.0,Gas,No,No,Yes,1700.0,50.0,No,1750.0,Duplex for rent,2.0,2.0,100.0,30.0,,,No,9.0,,,ERA Châtelain - Schuman,,Good,,No,No,No,Yes,No,,11.0,,,1000,Bruxelles-Ville
12.0,Hyper equipped,1.0,,1.0,,,,Not specified,,,No,,Yes,1350.0,,No,,Apartment for rent,,,,,,,Yes,9.0,,,W Properties & Management,,As new,Yes,Yes,,No,,No,,,1.0,,1000,Bruxelles-Ville
11.0,Hyper equipped,1.0,,1.0,,,,Not specified,,Electric,No,,Yes,1300.0,,No,,Apartment for rent,,,,,,,Yes,,,,W Properties & Management,,As new,Yes,Yes,,No,,No,,,1.0,,1000,Bruxelles-Ville
1.0,,1.0,,1.0,No,Yes,154.0,D,,Gas,No,No,Yes,890.0,10.0,No,900.0,Apartment for rent,,2.0,57.0,,,,,,Yes,No,,,Just renovated,,No,No,No,Yes,No,,,1.0,,1000,Bruxelles-Ville
2.0,USA semi equipped,1.0,1.0,1.0,,,217.0,E,41.0,Gas,,,,1350.0,200.0,No,1550.0,Apartment for rent,4.0,2.0,65.0,,,,Yes,,,,Engel & Völkers Sablon,,As new,,,,,,,Depending on the tenant,,1.0,Urban,1000,Bruxelles-Ville
1.0,Installed,3.0,1.0,2.0,,,294.0,F,58.0,,,,,2250.0,130.0,No,2380.0,Apartment for rent,5.0,3.0,175.0,66.0,18.0,16.0,No,,,Yes,Espace Immo Brussels CENTRE,,Just renovated,Yes,Yes,,Yes,,,Immediately,20.0,,,1000,Bruxelles-Ville
6.0,Hyper equipped,1.0,,1.0,,,356.0,G,71.0,Gas,,,Yes,1200.0,150.0,No,1350.0,Apartment for rent,7.0,,75.0,47.0,,,No,45.0,,Yes,Espace Immo Brussels CENTRE,,,,Yes,,,,,Immediately,,1.0,,1000,Bruxelles-Ville
6.0,Hyper equipped,1.0,,1.0,,,356.0,G,71.0,Gas,,,Yes,1200.0,150.0,No,1350.0,Apartment for rent,7.0,,75.0,47.0,,,No,45.0,,Yes,Espace Immo Brussels CENTRE,,,,Yes,,,,,Immediately,,1.0,,1000,Bruxelles-Ville
6.0,Hyper equipped,1.0,,1.0,,,356.0,G,71.0,Gas,,,Yes,1200.0,150.0,No,1350.0,Penthouse for rent,7.0,,75.0,47.0,,,No,45.0,,Yes,Espace Immo Brussels CENTRE,,,,Yes,,,,,Immediately,,1.0,,1000,Bruxelles-Ville
6.0,Hyper equipped,1.0,1.0,2.0,,,109.0,C,23.0,Gas,,,Yes,1380.0,175.0,No,1555.0,Apartment for rent,7.0,,93.0,42.0,,,Yes,10.0,,Yes,Espace Immo Brussels CENTRE,,,,Yes,,,,,Immediately,14.0,,,1000,Bruxelles-Ville
3.0,Installed,2.0,,1.0,,,174.0,D,,Gas,No,,Yes,1000.0,,No,,Apartment for rent,,,94.0,,,,No,,,,BBF nv,,Good,,Yes,,No,,No,,,,,1000,Bruxelles-Ville
,USA hyper equipped,3.0,2.0,3.0,Yes,,149.0,C,32.0,Gas,,Yes,Yes,2950.0,,No,,Loft for rent,4.0,2.0,350.0,47.0,45.0,19.0,No,20.0,Yes,Yes,Engel & Völkers Sablon,1910.0,As new,,No,No,,Yes,No,Immediately,,2.0,Urban,1000,Bruxelles-Ville
6.0,Hyper equipped,3.0,3.0,4.0,Yes,Yes,196.0,D,50.0,,,,Yes,2950.0,550.0,No,3500.0,Apartment for rent,6.0,2.0,240.0,55.0,21.0,16.0,No,5.0,Yes,,Engel & Völkers Sablon,1946.0,Good,Yes,Yes,No,,Yes,No,Immediately,15.0,3.0,Urban,1000,Bruxelles-Ville
2.0,,3.0,3.0,2.0,,Yes,132.0,C,,Gas,,,Yes,1950.0,,No,,Apartment for rent,4.0,3.0,151.0,40.0,14.0,13.0,No,12.0,,Yes,Real Lab,2013.0,As new,Yes,Yes,Yes,,Yes,,,11.0,,,1000,Bruxelles-Ville
,,5.0,1.0,5.0,,,419.0,G,,,,,Yes,5500.0,,No,,House for rent,,2.0,452.0,,,,No,,,,Real Lab,,As new,,,,,Yes,,To be defined,,,,1000,Bruxelles-Ville
,,2.0,1.0,,,,161.0,D,32.0,,,,,1250.0,200.0,No,1450.0,Apartment for rent,,,122.0,,,,,,,,Real Lab,,Good,,Yes,,,,,Immediately,,,,1000,Bruxelles-Ville
,Semi equipped,,,1.0,No,No,334.0,F,72.0,Gas,No,No,No,725.0,50.0,No,775.0,Studio for rent,3.0,2.0,36.0,,,,Yes,,Yes,No,,,Good,,No,No,No,No,No,,,1.0,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
6.0,USA hyper equipped,2.0,2.0,2.0,No,Yes,123.0,C,24.0,Gas,No,No,Yes,1720.0,190.0,No,1910.0,Penthouse for rent,6.0,1.0,102.0,36.0,17.0,15.0,,25.0,Yes,Yes,,2016.0,As new,,Yes,No,Yes,Yes,No,Immediately,6.0,1.0,Urban,1000,Bruxelles-Ville
1.0,USA hyper equipped,2.0,1.0,1.0,No,Yes,173.0,D,37.0,Gas,No,No,No,1800.0,100.0,No,1900.0,Apartment for rent,2.0,2.0,90.0,40.0,,,Yes,,No,Yes,,,Good,,Yes,No,No,No,No,Immediately,,,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
1.0,,1.0,1.0,1.0,,,795.0,G,126.0,Gas,,,,850.0,,No,,Apartment for rent,2.0,2.0,60.0,30.0,18.0,,No,2.0,,,KBG CENTRE,,Good,,,,,,,Immediately,7.0,,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
5.0,USA hyper equipped,1.0,,1.0,No,Yes,55.0,B,11.0,Gas,No,No,Yes,1150.0,55.0,No,1205.0,Apartment for rent,6.0,,,35.0,,,,11.0,Yes,Yes,,2015.0,As new,,Yes,Yes,No,Yes,No,,10.0,1.0,,1000,Bruxelles-Ville
2.0,,2.0,2.0,2.0,,,122.0,C,24.0,,,,,1200.0,150.0,No,1350.0,Apartment for rent,3.0,,100.0,,,,,4.0,,,5BRICKS,,As new,,,,,,,Immediately,,,,1000,Bruxelles-Ville
5.0,Hyper equipped,1.0,1.0,1.0,Yes,Yes,205.0,D,41.0,Gas,No,No,Yes,1400.0,,No,,Apartment for rent,,,65.0,,,,Yes,8.0,Yes,No,,,As new,Yes,Yes,No,No,Yes,No,To be defined,,,,1000,Bruxelles-Ville
3.0,USA hyper equipped,2.0,2.0,1.0,Yes,,279.0,F,55.0,Gas,,,,1350.0,300.0,No,1650.0,Apartment for rent,5.0,2.0,168.0,54.0,14.0,14.0,No,,Yes,,Vaneau Lecobel Bruxelles Est,1920.0,As new,,Yes,No,,Yes,No,Immediately,15.0,2.0,,1000,Bruxelles-Ville
2.0,USA semi equipped,1.0,1.0,1.0,No,No,,Not specified,,Fuel oil,No,No,Yes,900.0,150.0,No,1050.0,Apartment for rent,5.0,1.0,69.0,28.0,13.0,,,2.0,No,No,,1958.0,,Yes,Yes,No,No,No,No,Immediately,6.0,,,1000,Bruxelles-Ville
5.0,Semi equipped,2.0,1.0,1.0,No,Yes,,Not specified,,,No,No,Yes,1100.0,150.0,No,1250.0,Apartment for rent,,2.0,100.0,,,,,10.0,Yes,Yes,,2008.0,As new,Yes,Yes,Yes,No,Yes,No,Immediately,,,Urban,1000,Bruxelles-Ville
2.0,Hyper equipped,2.0,1.0,2.0,No,Yes,153.0,D,,Gas,No,No,No,1800.0,120.0,No,1920.0,Apartment for rent,,1.0,145.0,50.0,15.0,20.0,,,Yes,No,,,Good,Yes,Yes,No,Yes,Yes,No,Immediately,,2.0,,1000,Bruxelles-Ville
2.0,,1.0,1.0,1.0,,,44.0,A,,Gas,,,Yes,854.0,76.0,No,930.0,Apartment for rent,3.0,2.0,70.0,,,,No,,Yes,Yes,GrondregieBXL / Régie FoncièreBXL,2000.0,As new,Yes,,,,Yes,,Immediately,,,Urban,1000,Bruxelles-Ville
5.0,Hyper equipped,1.0,1.0,1.0,Yes,Yes,,Not specified,41.0,Gas,No,No,Yes,1400.0,,No,,Apartment for rent,,,65.0,,,,Yes,8.0,Yes,No,,,As new,Yes,Yes,No,No,Yes,No,To be defined,,,,1000,Bruxelles-Ville
3.0,,1.0,1.0,,,Yes,252.0,E,49.0,Gas,No,No,No,1190.0,150.0,No,1340.0,Apartment for rent,3.0,2.0,115.0,,,,No,15.0,,,ERA Châtelain - Schuman,,,,Yes,No,No,No,No,Immediately,,,,1000,Bruxelles-Ville
5.0,,3.0,,1.0,,,177.0,D,,,,,,1400.0,250.0,No,1650.0,Apartment for rent,,,95.0,31.0,15.0,11.0,No,,,,Immo ID,,,,,,,,,Immediately,11.0,,,1000,Bruxelles-Ville
1.0,,1.0,,1.0,,,318.0,F,68.0,Gas,,,Yes,900.0,55.0,No,955.0,Apartment for rent,,,60.0,45.0,9.0,,,,Yes,,KBG CENTRE,,As new,,,,,,,Immediately,,1.0,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
3.0,USA hyper equipped,2.0,2.0,2.0,,,279.0,F,55.0,Gas,,,,1350.0,300.0,No,1650.0,Apartment for rent,,2.0,168.0,,13.0,13.0,No,,,,Engel & Völkers Sablon,,As new,,Yes,No,,,No,Immediately,,2.0,Urban,1000,Bruxelles-Ville
2.0,Semi equipped,2.0,1.0,1.0,No,No,,Not specified,,Gas,No,No,Yes,1200.0,50.0,No,1250.0,Apartment for rent,1.0,,100.0,,,,,,Yes,No,,,Just renovated,,Yes,No,Yes,No,No,Immediately,,,Shop street,1000,Bruxelles-Ville
,,4.0,4.0,4.0,Yes,,417.0,G,,Gas,,,Yes,4500.0,,No,,House for rent,,2.0,407.0,,33.0,33.0,No,15.0,Yes,,NMB,,As new,Yes,,,,Yes,,Immediately,,,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
4.0,Installed,1.0,1.0,,No,No,,Not specified,,Gas,No,No,No,930.0,90.0,No,1020.0,Penthouse for rent,,2.0,72.0,,,,,12.0,No,Yes,,,,,Yes,No,No,Yes,No,Depending on the tenant,,,Shop street,1000,Bruxelles-Ville
1.0,,1.0,1.0,2.0,No,No,,Not specified,,,No,No,No,1250.0,450.0,No,1700.0,Apartment for rent,1.0,1.0,80.0,,,,Yes,15.0,No,No,,2010.0,Good,,No,No,No,Yes,No,,,,,1000,Bruxelles-Ville
5.0,,2.0,1.0,1.0,No,Yes,,Not specified,,,No,No,Yes,1400.0,250.0,No,1650.0,Apartment for rent,6.0,2.0,95.0,34.0,17.0,10.0,,,Yes,No,,,,,Yes,Yes,No,No,No,,,,,1000,Bruxelles-Ville
1.0,,2.0,1.0,1.0,No,No,,Not specified,,,No,No,No,1367.0,53.0,No,1420.0,Apartment for rent,2.0,,92.0,,,,,,Yes,No,,,Just renovated,,No,No,No,No,No,Immediately,,,,1000,Bruxelles-Ville
,Installed,10.0,,5.0,No,,,Not specified,,,,,,540.0,130.0,No,670.0,Student housing for rent,4.0,2.0,300.0,25.0,,,Yes,,,,,1930.0,As new,,,,,,,,15.0,4.0,Urban,1000,Bruxelles-Ville
11.0,Hyper equipped,2.0,1.0,2.0,No,Yes,,Not specified,,Electric,No,No,Yes,1250.0,120.0,No,1370.0,Apartment for rent,1.0,2.0,90.0,,,,,5.0,Yes,Yes,,2022.0,As new,Yes,Yes,No,No,Yes,No,Immediately,,,Urban,1000,Bruxelles-Ville
1.0,Installed,1.0,1.0,1.0,No,No,,Not specified,,,No,No,Yes,1300.0,,No,,Apartment for rent,,1.0,90.0,,,,,35.0,Yes,No,,,,Yes,No,No,No,No,No,To be defined,,,Fitted out,1000,Bruxelles-Ville
2.0,USA installed,3.0,1.0,1.0,,,,Not specified,,Gas,,,,1537.0,200.0,No,1737.0,Duplex for rent,3.0,2.0,199.0,,,,No,,,,Brikman,,Good,,,,,,,Immediately,,1.0,,1000,Bruxelles-Ville
1.0,Hyper equipped,2.0,1.0,1.0,,,292.0,F,,Gas,,,Yes,1450.0,160.0,No,1610.0,Apartment for rent,,3.0,135.0,,27.0,14.0,No,20.0,Yes,,NMB,,As new,,,,,Yes,,,,,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
,Hyper equipped,4.0,3.0,3.0,,,237.0,E,,Gas,,,Yes,4200.0,,No,,House for rent,,2.0,327.0,,24.0,17.0,No,,,,NMB,,As new,,,,Yes,Yes,,,,,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
4.0,USA hyper equipped,1.0,1.0,1.0,,,260.0,E,51.0,Gas,,,,1600.0,250.0,No,1850.0,Apartment for rent,4.0,2.0,65.0,,,,Yes,,,,Engel & Völkers Sablon,,As new,,Yes,No,,,No,Immediately,,1.0,Urban,1000,Bruxelles-Ville
3.0,USA hyper equipped,2.0,2.0,1.0,,,151.0,C,32.0,Gas,,,,2150.0,125.0,No,2275.0,Duplex for rent,3.0,2.0,112.0,,,,No,15.0,,,Engel & Völkers Sablon,,As new,,Yes,No,,,No,Depending on the tenant,,2.0,Urban,1000,Bruxelles-Ville
2.0,Hyper equipped,2.0,2.0,2.0,,Yes,209.0,D,41.0,Gas,,,Yes,1400.0,150.0,No,1550.0,Apartment for rent,2.0,4.0,110.0,,,,No,20.0,Yes,,Van Rokeghem SA,,As new,Yes,Yes,,,Yes,,,,1.0,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
,Hyper equipped,1.0,1.0,1.0,,,,Not specified,,Gas,,,,895.0,70.0,No,965.0,Apartment for rent,,4.0,75.0,,,,No,10.0,,,Dewaele Brussels (Tour & Taxis),2021.0,As new,,Yes,No,,,No,,,,Urban,1000,Bruxelles-Ville
2.0,Hyper equipped,2.0,1.0,1.0,,,218.0,E,,Gas,,,Yes,1650.0,70.0,No,1720.0,Apartment for rent,2.0,2.0,130.0,,17.0,12.0,No,4.0,Yes,,NMB,,As new,,Yes,,,Yes,,,,,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
1.0,,2.0,1.0,,,Yes,187.0,D,,Gas,No,No,Yes,1300.0,,No,,Apartment for rent,3.0,2.0,165.0,57.0,,,No,11.0,,,ERA Châtelain - Schuman,,Good,,No,No,No,Yes,No,,10.0,,,1000,Bruxelles-Ville
4.0,Hyper equipped,2.0,1.0,1.0,,Yes,354.0,G,,Gas,,,Yes,1550.0,100.0,No,1650.0,Apartment for rent,4.0,,100.0,,14.0,11.0,No,10.0,,Yes,NMB,,As new,Yes,Yes,,,Yes,,Immediately,,,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
3.0,Installed,2.0,1.0,1.0,No,No,,Not specified,,Gas,No,No,Yes,1350.0,25.0,No,1375.0,Apartment for rent,3.0,2.0,98.0,,17.0,7.0,No,,No,No,,1846.0,Just renovated,,No,No,No,Yes,No,,,,Urban,1000,Bruxelles-Ville
,Hyper equipped,2.0,2.0,2.0,,,,Not specified,,Electric,,,,2100.0,350.0,No,2450.0,Apartment for rent,,,102.0,30.0,,,Yes,10.0,,,Colonies Belgium,,Just renovated,,,,Yes,,,,,,Urban,1000,Bruxelles-Ville
5.0,Installed,3.0,1.0,2.0,,,854.0,G,135.0,Electric,,,Yes,1450.0,100.0,No,1550.0,Triplex for rent,5.0,,102.0,,,,Yes,,Yes,,SRL Dardenne Immo,,,,Yes,,,,,,,1.0,"Living area (residential, urban or rural)",1000,Bruxelles-Ville
